NAME	786-0	BT-549	CCRF-CEM	COLO 205	EKVX	HCC-2998	HCT-15	HOP-62	HOP-92	HS 578T	HT29	K-562	KM12	M14	MDA-MB-231/ATCC	MDA-MB-435	NCI-H23	NCI-H322M	NCI-H522	OVCAR-3	OVCAR-5	OVCAR-8	PC-3	RXF-393	SF-268	SF-295	SK-MEL-2	SN12C	SNB-19	SNB-75	SW-620	T-47D	U251	A498	A549/ATCC	ACHN	CAKI-1	HCT-116	LOX IMVI	MALME-3M	MCF7	MOLT-4	NCI-H460	OVCAR-4	SF-539	SK-MEL-5	SR	UACC-257	UACC-62	UO-31
ZFP362	597.61	807.71	1682.34	1185.97	724.56	425.73	472.05	1012.46	1288.08	1091.72	690.44	719.97	518.37	1651.93	1731.75	1598.58	1461.22	426.81	422.14	456.12	783.07	1099.39	1318.72	702.44	974.19	1554.62	1688.36	464.96	579.21	1246.16	749.18	442.66	760.7	539.55	751.56	960.77	593.5	1136.82	875.87	1709.87	403.07	932.73	920.97	620.95	698.12	1540.46	799.45	1504.66	1501.98	1494.1
ENTPD5	39.82	12.94	16.26	16.81	15.88	3.3	6.56	16.18	106.97	42.07	5.52	46.68	38.54	53.26	91.91	54.61	9.3	55.65	4.09	13.45	11.05	4.02	7.88	104.53	31.94	34.06	110.54	16.2	15.01	52.8	1.66	7.37	23.07	18.25	12.89	15.26	9.43	18.16	19.31	177.47	10.13	17.04	11.18	1.68	14.3	42.84	22.49	135.28	20.49	68.7
WIPF1	126.89	99.22	188.85	198.12	144.88	197.61	170.1	115.02	133.64	164.66	168.46	218.44	190.84	236.79	112.13	213.15	220.09	139.2	206.73	202.06	140.33	236.74	192.97	142.9	138.11	189.66	183.5	184.81	105.17	113.93	214.22	224.89	111.29	169.27	202.04	322.12	240.82	170.81	224.86	237.67	221.37	224.6	167.29	232.81	134.8	248.24	161.4	228.29	249.55	179.67
FARP1	100.1	190.85	137.19	74.97	145.71	119.05	131.72	97.59	68.65	153.48	113.71	49.5	113.86	184.58	87.47	128.81	69.46	91.79	81.43	82	151.58	96.6	75.89	77.3	78.64	93.86	74.14	92.16	97.56	84.85	168.26	78.57	96.04	154.52	256.91	122.64	78.14	61.61	123.09	118.1	184.16	98.42	158.97	70.33	121.95	112.76	113.87	85.16	82.42	86.05
TMEM9B	112.37	84.46	90.59	72.78	67.75	80.99	86.2	96.44	86.29	82.99	82.01	102.77	82.15	96.1	84.84	98.53	92.36	110.17	95.19	133.42	84.16	112.81	86.26	94.48	144.18	78.46	91.34	90.95	89.12	99.38	93.17	106.7	94.74	127.67	81.73	105.32	94.38	83.06	90.61	145.38	128.22	119.02	98.34	89.21	89.03	125.82	113.7	112.6	115.15	68.96
TTC28	6.41	6.09	1.57	3.34	4.66	1.15	6.75	2.92	1.05	9.02	1.06	4.79	2.25	6.78	2.43	5.27	2.4	5.86	1.43	3.13	5.89	2.32	4.23	13.53	5.62	1.54	2.72	2.93	5.58	2.05	0.99	3	9.35	5.9	3.42	5.05	1.86	1.84	1.14	5.24	11.56	2.03	6.88	1.43	2.14	4.21	3.24	6.55	3.23	6.21
ILK	61.52	65.68	52.13	34.53	104.35	45.45	87.52	54.93	66.79	89.4	58.02	34.95	72.6	100.35	52.47	49.37	59.92	63.57	179.56	87.81	65.12	78.23	81.53	118.86	111.37	60.88	63	101.46	57.21	57.01	45.59	68.04	74.85	62.19	37.18	37.06	67.04	67.6	60.38	90.59	48.85	57.09	60.84	81.65	109.74	46.03	4.81	127.91	65.17	54.79
ZDHHC2	64.6	127.51	137.61	57.75	74.55	73.94	210.46	129.99	113.79	96.38	78.52	179.65	41.16	116.45	129.49	170	89.05	78.86	157.74	211.04	79.22	66.66	122.56	96.63	86.45	148.24	98.42	85.27	58.63	123.12	155.13	130.51	68.24	105.62	92.92	100.62	77.82	58.45	204.79	103.25	109.19	68.32	79.44	141.98	119.01	72.25	139.98	90.96	31.16	84.98
RHOX9	504.04	1578.08	972.69	779.54	811.41	1159.57	750.83	874.34	1708.97	904.35	504.7	1163.5	1354	2504.88	769.53	2111.31	2131.28	639.26	803.75	497.85	663.18	518.14	494.24	885.63	1007.73	1140.05	1996.84	685.49	1110.24	1007.53	834.9	813.47	1006.98	511.85	1033.75	581.01	660.38	1076.91	771.12	996.02	368.62	701.34	1274.43	1270.17	960.78	697.48	521.81	1191.27	2576.85	781.19
ADCY7	106.03	140.48	246.69	157.07	92.68	135.54	155.74	131.75	162.49	273.7	255.32	150.61	190.74	173.95	76.09	170.24	134.03	196.13	282.41	158.42	115.21	79.65	228.58	213.41	107.13	176.08	137.65	117.27	136.75	135.51	172.6	585.76	201.88	116.81	100.58	81.97	160.01	197.39	137.09	97.14	692.54	277.5	129.58	124.88	277.78	95.23	190.09	118.24	135.75	99.89
DNM1	57.03	41.07	63.38	39.92	1654.8	41.82	28.84	47.84	51.99	3598.32	48.15	21.48	26.4	34.93	42.57	47.31	55.62	120.76	38.3	54.14	1593.83	68.67	45.41	237.87	1812.1	1154.37	163.88	71.41	589.74	3074.79	27.94	4400.67	9579.71	50.64	29.87	42.65	39.91	32.98	39.37	292.14	2829.71	27.44	70.46	254.05	323.18	52.45	59.03	52	75.89	199.79
AI851716	495.08	927.47	1193.48	1090.13	1005.88	861.41	959.75	1241.17	558.58	671.25	577.25	836.44	1048.11	904.83	699.61	1159.79	738.59	595.96	680.61	427.52	815.63	480.58	704.73	542.34	580.57	937.9	510.16	427.27	866.57	519.13	660.39	515.88	645.28	684.77	1827.55	551.44	480.31	813.97	745.1	635.38	772.11	784.21	644.34	1761.68	752.14	1203.98	659.52	779.81	853.83	697.89
COBLL1	691.14	823.6	88.07	187.19	124.41	339.84	415.77	147.72	561.02	771.58	363.43	701.94	352.43	501.71	292.31	295.84	148.59	230.88	466.43	420.97	320.88	566.53	334.59	527.98	654.59	564.69	280.45	211.89	383.94	285.38	345.1	164.66	270.27	867.03	154.96	239.03	202.11	320.44	686.09	214.55	129.85	113.82	190.11	266.51	233.05	170.51	344.4	715.19	369.21	445.14
AIFM2	223.16	303.09	934.12	596.46	193.51	344.12	228.03	152.34	349.26	265.21	194.44	457.14	513.7	212.59	395.92	343.47	197.13	218.37	275.92	216.04	289.01	373.17	430.9	427.27	358.52	273.88	324.25	164.46	313.42	250.74	306.75	222.2	205.08	346.33	302.72	345.94	339.07	422.8	266.84	181.03	314.71	653.77	316.62	581.38	215.28	254.77	315.15	193.15	288.41	165.01
LOC100047565	139.08	161.18	130.9	118.22	114.89	109.16	227.57	152.2	147.46	124.18	215.23	150.87	153.47	107.75	170.14	104.67	160.31	182.74	259.54	184.04	209.36	190.22	124.62	131.23	148.46	114.86	119.99	139.52	212.59	127.1	199.75	125.3	147.13	157.12	121.9	128.3	88.83	172.65	128.22	107.26	175.17	202.88	162.2	167.71	156.19	143.19	257.41	154.78	113.11	98.91
SIPA1L1	131.24	107.38	98.14	312.54	115.26	577.81	392.57	107.82	99.35	97.54	814.18	121.44	403.83	632.08	113.82	417.71	111.16	444.48	100.11	175.15	151.4	280.22	107.3	84.1	137.16	103.97	1304.53	572.1	141.17	189.7	647.38	1133.44	113.44	127.43	217.42	116.2	229.6	161.36	92.13	1380.93	955.46	105.22	118.87	203.68	87.17	174.77	137.27	566.24	504.23	121
ZFP352	20.53	11.4	8.35	31.77	15.01	24.94	12.99	21.48	13.46	25.97	13.51	9.96	7.44	10.81	21.45	18.11	13.17	36.55	6.83	17.97	13.52	14.54	11.09	14.05	13.09	13.93	13.57	20.98	10.35	21.52	7.01	21.26	19.28	20.37	10.11	15.3	4.36	23.83	8.04	13.1	33.14	12.89	11.47	20.55	16.28	24.08	40.09	12.64	42.99	10.77
DUSP3	4.26	12.53	16.33	21.95	18.59	16.45	22.27	16.57	4.32	32.24	28.36	2.83	5.14	14.94	3.66	15.06	30.85	4.06	13.86	7.01	22.68	3.54	23.13	11.64	9.43	27.28	6.32	11.48	21.94	14.55	16.82	6	29.24	14.4	25.19	14.41	4.47	6.54	4.99	10.59	8.66	12.38	13.04	9.33	19.31	12.68	26.09	22.63	25.82	14.07
RHOD	97.21	79.5	488.81	50.66	105.25	74.72	60.7	422.04	416.71	491.66	62.01	36.07	55.8	358.92	65.68	304	360.85	98.24	744.71	179.2	93.08	207.05	67.66	100.28	505.01	979.26	184.31	291.52	812.6	170.41	156.21	53.1	780.47	87.05	76.94	301.96	466.65	55.32	50.67	376.9	72.56	567.17	100.04	380.68	1016.34	535.15	204.87	174.64	107.17	248.93
PHLDA1	20.79	4.43	4.74	19.5	103.36	3.35	25.21	24.41	32.21	56.56	2.8	8.33	3.34	4.08	9.88	3.39	38.68	142.72	30.04	38.75	60.73	36.38	2.41	24.76	10.91	80.76	17.76	41.19	30.17	198.47	28.69	37.21	10.42	101.88	12.95	66.75	45.31	35.83	7.3	5.25	34.9	3.71	7.1	74.99	55.68	18.26	3.68	6.96	31.81	45.58
RNF103	79.19	102.04	91.03	130.13	196.82	72.99	118.46	216.33	75.51	98.67	179.23	97.52	159.03	212.56	74.83	137.26	98.27	122.52	93.61	76.36	277.58	73.8	86.29	119.69	83.05	127.66	146.9	55.36	112.56	80.57	173.62	106.08	107.92	155.38	179.94	87.68	118.07	124.85	65.31	174.43	160.88	120.37	152.04	33.34	109.69	86.94	74.91	101.46	84.76	112.11
FAM171B	1176.7	1122.98	14.51	526.9	430.11	364.97	501.69	723.6	406.24	1085.13	360.27	5.53	309.56	777.85	572.01	840.12	543.47	932.31	509.88	631.41	1282.16	332.47	592.6	942.42	680.24	617.55	368.54	383.71	670.64	1100.7	417.29	1139.75	613.48	646.15	597.36	452.71	1034.67	702.82	897.58	630.41	268.89	6.3	557.58	537.73	657.54	551.85	99.52	497.92	591.14	1227.29
HPN	5295.02	2446.74	4321.28	4053.88	2128.48	3670.13	4817.98	1902.86	2452.5	2551.91	2724.45	4383.54	4589.73	2755.17	2904.22	3253.72	3543.03	1679.6	2575.22	4197.63	4241.82	4809.18	2769.29	2304.32	2209.05	2461.31	2333.85	3281.2	2602.1	2413.85	3101.12	2817.14	2481.1	4280.75	2976.31	3663.42	2426.69	3416.04	2832.03	2637.57	3019.52	5053.33	2882	1771.85	1598.5	6071.63	5507.09	5276.72	5958.02	2750.15
ACADVL	58.09	38.66	12.75	24.29	43.78	20.92	32.22	77.99	42.3	37.51	16.09	44.46	33.14	42.05	29.76	49.49	120.58	15.77	95.85	75.24	76.88	52.17	132.12	40.3	84.25	88.43	52.28	98.65	142.46	47.56	12.44	41.17	45.73	30.92	63.29	47.44	23.28	30.58	29	57.35	33.01	38.29	96.24	28.33	31.52	138.71	32.73	173.16	76.25	74.39
CCDC28B	116.21	113.49	91.89	40.99	141.96	58.56	142.07	167.1	62.3	195.54	71.44	18.79	42.13	151.08	100.09	65	147.16	142.01	91.77	111.42	79.71	55.8	57.72	100.16	233.68	98.82	126.35	274.08	110.02	122.96	70.77	58.9	120.65	113.91	123.08	217.57	206.39	40.51	79.05	161.57	63.86	101.68	74.93	55.29	134.68	81.73	102.95	84.39	67.05	208.68
MAN2A2	10.99	6.14	12.97	7.08	7.43	7.17	4.65	6.87	6.61	4.76	6.21	5.58	4.78	8.66	5.65	5.42	8.91	10.71	5.89	6.79	5.38	8.59	6.85	26.22	5.89	4.83	7.48	8.84	5.57	6.24	6.62	8.06	5.51	15.76	8.5	5.89	6.07	5.06	10.52	5.81	7.05	5.39	8.34	5.87	6.96	9.57	8.03	9.08	11.17	4.58
FAM65A	31.59	43.18	140.79	110.65	106.73	318.65	132.35	118.43	62.99	46.47	263.44	96.02	89.92	66.01	172.58	64.42	77.68	94.6	36.42	68.81	167.71	66.99	41.77	39.95	125.24	107.16	63.43	92.17	166.58	151.93	98.12	51.99	127.86	90.19	229.62	84.55	102.37	94.4	68.02	106	56.3	123.55	150.07	52.75	82.77	120.7	255.77	116.87	70.04	45.35
SH3GLB1	334.4	571.44	3878.36	1679.43	899.22	1334.55	1190.94	699.27	299.11	318.91	417.59	735.32	1128.54	781.05	947.87	972.38	882.19	583.21	687.65	350.22	327.08	883.09	230.74	410.49	521.22	599.07	1200.73	218.14	805.76	1059.24	1178.2	422.83	456.82	280.06	1682.36	828.51	269.09	1462.96	944.09	1563.68	402.72	3713.36	969.44	599.28	749.23	570.84	698.27	809.1	230.52	1091.81
FAM55C	38.47	15.4	19.05	5.02	13.46	20.11	7.27	8.93	7.15	9.61	11.79	10.73	11.45	8.36	7.07	21.16	22.64	11.18	11.93	8.16	10.28	14.99	13.39	22.33	21.61	12.04	8.51	10.63	33.65	17.54	13.04	9.3	13.12	10.06	11.97	12.02	8.56	3.43	4.83	14.78	21.5	16.4	11.65	7.77	20.04	19.91	17.61	19.47	12.51	5.95
2010012O05RIK	179.12	275.37	228.13	293.51	209.08	366.07	231.93	231.15	418.24	222.24	251.47	404.51	350.51	334.69	326.85	406.59	264.23	276.57	328.63	402.27	166.79	423.42	1003.67	335.97	362.89	344.51	252.4	298.75	399.29	323.82	442.52	239.13	365.67	419.02	251.91	347.17	297.26	287.09	269.14	335.74	255.52	202.04	649.11	425.91	295.22	392.62	357.93	367.12	245.36	233.88
REEP5	130.59	124.92	178.41	173.39	133.87	227.36	185.44	168.3	156.66	97.58	172.74	158.48	255.19	134.01	113.57	107.75	184.71	125.76	296.4	166.97	111.03	231.15	331.78	97.84	151.43	136.94	179.34	150.24	149.42	126.93	197.25	162.59	108.92	117.94	145.46	145.38	160.73	221.75	189.07	127.09	131.31	164.2	140.97	116.79	114.88	117.6	143.99	140.9	174.02	117.53
ARHGDIB	11.64	16	10.71	17.75	8.88	11.12	20.55	11.35	7.93	10.69	7.63	13.62	24.87	10.15	6.33	7.19	37.27	7.69	18.22	23.29	8.35	10.62	13.09	17.17	11.55	9.26	15.12	23.19	14.02	10.72	17.7	22.74	11.14	11.6	15.98	11.38	22.76	7.99	27.43	20.12	15.38	11.05	10.94	10.08	21.98	9.96	11.55	17.99	13.98	18.22
SELM	27.19	13.41	18.8	12.58	73.59	30.72	26.32	15.74	8.14	13.8	12.92	13.15	6.96	19.26	14.5	12.14	23.54	15.22	19.5	22.12	23.07	19.29	15.05	17.24	31.65	23.11	20.68	16.53	30.58	20.73	25.93	13.01	29.18	11.15	13.81	23.08	13.12	13.51	15.13	20.84	14.67	14.39	26.43	27.38	16.96	11.6	27.82	13.73	28.88	30.25
CD302	41.11	51.84	107.44	40.62	37.64	34.4	61.41	55.91	46.1	64.21	60.1	70.59	62.11	56.89	39.55	54.81	55.71	40.73	52	43.95	49.14	22.55	68.75	38.03	48.63	43.39	68.03	54.56	37.81	43.5	59.12	66.58	31.56	43.31	55.59	34.07	30.93	59.7	44.41	52.31	78.63	72.74	59.73	46.18	55.74	44.19	47.36	43.15	31.84	57.18
5031439G07RIK	71.81	79.26	99.85	62.37	40.09	53.94	126.15	68.23	123.58	65.59	69.65	114.73	78.2	77.23	66.17	58.99	134.17	90.51	133.38	51.79	89.81	70.51	88.97	68.54	61.89	92.3	81.81	78.81	122.26	79.11	129.19	94.07	116.11	77.92	47.23	60.09	56.91	79.51	56.64	51.33	102.49	108.42	48.34	27.32	136.24	41.25	101.7	70.83	62.33	60.71
LPGAT1	611.29	573.77	1262.22	1210.97	694.51	953.63	1503.13	906.03	756.38	584.52	1045.38	861.87	1617.08	739.21	893.99	819.89	1160.93	784.77	1021.09	984.64	733.65	856.96	948.05	654.26	718.79	864.22	808.99	1520.06	529.3	561.83	899.77	1542.76	934.85	655.37	797.41	1238.78	1050.05	1136.79	1042.63	798.14	1628.18	1077.86	927.49	633.13	768.4	674.34	833.24	1110.85	802.89	1449.7
2200002D01RIK	25.64	23.81	39.88	23.37	28.39	121.63	21.96	15.95	18.91	32.61	438.99	9.19	21.87	15.82	32.71	20.91	9.44	34.08	18.09	22.26	58.41	15.62	15.09	35.8	29.95	12.14	17.81	29.2	32.06	24	13.75	15.37	23.44	35.81	26.68	28.6	43.82	17.89	19.93	27.19	29.32	15.1	35.26	19.78	17.13	32.15	16.06	30.15	30.29	23.46
RIN1	4.21	22.11	8.7	15.52	15.97	18.18	17.29	22.15	13.81	17.45	13.82	12.69	19.46	24.27	25.84	21.71	10.23	9.86	15.47	24.43	9.49	18.34	13.32	32.3	19.46	14.45	21.74	15.76	19.25	15.98	19.26	11.27	5.93	30.64	18.83	24.33	16.67	13.68	16.91	25.72	23.7	12.86	28.98	21.83	18.13	34.81	23.48	18.65	24.4	20.95
B3GALNT1	38.14	32.05	33.08	21.31	60.42	16.6	29.29	44.02	22.1	74.28	26.58	31.67	38.58	108.29	30.18	344.74	41.8	38.66	46.15	32.06	41.51	16.85	37.76	19.42	34.21	27.44	153.91	74.84	39.85	93.93	38.39	24.08	31.2	35.02	36.04	42.87	56.81	31.93	46.01	84.83	30.09	51.62	40.73	27.65	33.89	160.59	28.18	101.13	70	73.79
PTPN9	3.32	1.28	1.28	1.35	2.15	1.47	1.56	1.37	1.09	2.72	1.42	3.12	1.88	1.39	1.98	1.69	2.05	2.11	1.37	2.46	2.12	2.07	1.5	1.32	1.83	2.4	1.65	2.17	3.11	1.92	1.95	3.53	2.58	5.25	3.95	1.51	1.18	4.18	1.36	2.57	2.11	3.01	2.25	1.57	3.28	2.44	1.89	1.93	1.54	2.89
PLEKHG2	19.94	12.42	14.7	6.8	6.01	14.81	14.64	15.66	11.97	13.14	12.64	12.5	12.75	10.59	13.46	5.36	9.7	18.64	10.76	15.58	17.92	10.61	7.62	57.64	12.57	4.34	13.97	16.36	15.44	13.06	12.31	15.43	6.79	21.36	17.58	17.39	11.15	10.67	12.06	18.23	13.05	16.4	12.68	14.94	19.69	22.31	9.89	16.33	11.37	14.64
SERPINF1	8637.55	6369.77	9144.77	11094.03	4909.25	7247.48	6590.16	3406.66	6374.63	5523.43	4555.42	11076.64	9516.86	4783.52	6202.8	7143.21	5756.99	2871.91	4305.74	6784.24	8257.96	10851.94	12207.74	8001.27	5106.37	4871.52	4047.02	6397.36	3982.42	2995.61	7389.54	6381.56	5531.09	4739.6	4230.98	6096.03	8182.49	7872.95	3893.04	5604.21	8901.71	12544.15	5392.14	8596.82	1894.67	8854.04	9127.69	11052.82	12858.95	5773.09
ACSS2	19.17	13.02	12.41	22.07	12.06	19.97	14.93	10.87	14.79	12.48	9.07	11.81	11	12.84	9.12	14.03	9.31	14.89	23.04	11.57	15.24	20.51	13.45	32.1	13.4	12.98	15.19	18.57	16.81	17.52	7.25	33.11	34.1	17.97	10.46	10.81	15.39	17.64	10.64	10.55	9.06	11.21	9.87	22.44	9.94	18.1	12.75	12.44	13.88	34.8
NUAK1	166.65	92.54	143.94	396.05	132.41	165.95	215.94	120.96	156.62	117.03	152.66	435.66	196.73	146.23	138.6	179.22	455.64	232.86	453.68	185.45	167.04	291.56	214.85	112.82	195.14	129.64	185.1	144.86	172.78	123.21	197.76	430.48	193.73	598.21	621.49	583.19	406.08	401.93	358.1	309.49	155.57	208.76	372.86	140.77	71.46	820.28	170.76	333.53	477.5	441
TAGLN2	1140.55	953.9	329.66	389.89	598.33	406.41	337.18	613.45	509.83	396.69	400.99	138.06	241.33	324.24	934.32	415.12	330.06	716.46	278.18	757.75	362.73	746.24	547.59	533.23	291.03	251.07	537.13	526.11	254.48	301.14	533.94	802.68	369.7	227.4	338.01	1152.78	578.94	269.86	608.99	577.41	633.48	264.09	201.19	345.11	217.91	409.76	712.72	533.54	378.54	466.78
TSPAN33	65.29	23.64	20.95	20.49	31.84	14.46	10.25	13.91	16.51	10.57	15.3	17.52	20.22	18.7	13.37	35.58	30.22	20.49	11.62	16.95	21.39	12.59	18.75	28.35	18.1	20.14	14.36	14.1	33.52	12.99	19.11	14.05	24.94	28.15	13.96	14.52	23.87	23.6	12.93	18.13	16.24	13.97	24.67	16.45	26.37	23.81	23	14.9	18.03	10.45
OCLN	4.33	4.88	4.58	4.27	4.09	4.06	4.98	5.04	3.36	5.4	2.36	4.06	4.05	4.58	3.08	3.8	4.99	3.96	5.95	5.24	2.77	5.71	4.93	5.42	5.89	5	5.86	7.93	6.45	5.37	3.24	4.21	4.78	6.03	4.29	5.18	5.68	4.74	6.77	4.58	5.27	6.14	5.75	4.5	4.82	5.54	4.79	5.77	5.38	3.55
CD99L2	147.83	134.94	169.77	148.85	164.38	133.78	189.53	158.1	140.03	157.47	152.23	114.9	103.22	232.41	141.43	259.32	135.68	134.8	168.47	133.88	157.83	79.8	113.87	123.48	138.67	159.87	210.49	111.31	206.27	155.25	153.56	194.83	155.52	140.24	204.96	143.9	170.09	138.89	136.87	247.48	220.8	134.46	191.32	100.34	158.07	164.69	231.15	195.93	134.16	146.7
GRINA	8.96	5.69	4.19	8.21	3.39	7.03	1.52	4.15	3.5	9.85	3.93	5.79	4.37	6.18	2.82	1.87	2.1	4.91	6.75	9.02	9.62	1.79	1.06	13.55	1.6	4.18	2.97	8.25	6.31	3.41	4.59	6.14	9.76	16.1	2.79	2.13	4.39	3.56	4.24	7.53	3.11	11.52	4.71	2.49	4.15	5.73	11.97	9.49	2.97	1.18
6430598A04RIK	390.78	968.28	97.88	64.72	397.51	18.32	14.48	445.27	267.49	1467.65	21.07	47.42	6.77	130.75	415.05	280.47	217.25	101.88	257.01	171.47	224.07	615.17	513.19	437.25	438.15	331.13	338.6	316.48	304.82	863.97	124.74	265.64	288.92	228.46	172.49	336.81	354.69	153.01	518.95	298.93	105.02	140.69	323.42	603.19	509.69	136.66	422.09	140.87	255.02	353.58
ADRBK2	111.76	221.24	99.74	78.11	244.98	96.35	245.89	288.1	131.15	192.4	112.57	108.39	201.06	144.82	181.42	127.86	126.81	116.97	169.47	99.21	227.29	136.33	168.84	138.77	167.48	153.92	240.35	165.97	184.42	206.15	208.62	141.52	113.1	188.02	124.11	124.67	109.44	125.12	190.97	141.75	133.12	150.04	80.7	58.64	172.52	103.84	226.97	100.62	87.55	149.51
SGCB	141.6	140.83	225.3	162.71	441.93	217.43	487.27	357.85	297.91	285.25	190.96	324.44	293.23	179.13	375.73	288.58	214.17	145.82	2757.28	272.29	190.81	263.83	197.49	111.81	239.12	257.12	477.08	242.83	337.47	144.21	298.71	185.19	317.25	282.85	227.11	235.3	306.43	314.63	252.5	289.51	251.74	284.81	334.9	150.93	250.2	230.37	246.42	187.32	183.88	240.47
HEBP2	10491.37	3943.36	2039.72	9366.15	7266.54	6366.12	4275.27	6881.84	5249.86	6730.14	4978.13	5305.41	4905.03	3693.76	5126.86	3457.96	4721.89	5045.61	2757.51	5012.84	8733.27	3006.11	4816.38	6153.99	5163.99	7394.03	3249.38	3731.75	7484.83	6691.63	4448.53	9859.65	11046.63	7477.81	6277.86	5286.26	10318.6	6638.97	4155.72	5396.88	4294.94	2730.48	6537.49	7817.99	10759.91	11555.37	3236.55	6677.42	7907.52	5420.68
RRAS	52.05	110.95	63.85	28.74	38.13	55.75	42.79	30.35	45.73	40.65	52.96	45.59	49.84	36.4	49.79	74.8	75.6	68.54	84.85	49.94	28.46	62.61	41.75	48.65	44.55	50.28	45.93	36.99	56.17	46.04	36.98	58.65	42.62	53.57	42.6	16.77	37.99	37.83	38.4	59.46	74.37	67.52	48.04	45.61	27.72	53.52	47.24	54.6	48.34	33.13
RHOG	83.55	110.85	104.43	131.23	229.26	53.56	87.69	203.52	61.43	231.55	106.84	60.42	86.6	139.35	93.65	119.9	145.18	109.62	58.45	107.84	83.84	66.38	62.22	92.11	107.66	86.61	155.86	78.3	72.87	235.04	88.7	200.33	81.03	205.93	172.29	97.88	98.82	145.25	79.74	109.69	73.66	47.14	68.63	86.76	82.67	68.61	34.51	86.61	107.31	156.87
RHOU	100.81	69.18	139.22	167.32	107.92	124.36	88.74	92.69	127.75	56.8	73.09	199.93	143.39	137.66	87.39	120.49	160.95	47.82	157.64	52.25	18.28	255.13	48.78	49.83	62.16	63.72	111.47	30.73	117.44	87.16	114.4	124.24	75.58	66.54	90.58	104.54	51.42	149.06	97.35	190.45	46.6	125.22	99.7	73.54	53.73	71.99	107.98	76.06	52.65	43.37
EFHD2	39.16	18.86	46.8	16.99	8.03	23.92	7.75	16.95	28.71	25.11	11.29	20.84	17.08	14.22	36	24.46	40.79	13.7	26.55	14.27	12.74	16.17	16.51	9.7	21.61	20.31	11.84	46.53	20.32	10.04	10.72	28.19	21	23.18	22.47	24.78	25.3	27.4	17.31	24.88	32.19	15.14	25.87	13.9	8.45	16.76	14.27	13.07	24.05	14.82
EID1	75.74	92.91	86.68	78.79	97.66	101.68	42.68	72.26	54.35	73.81	59.93	80.35	186.15	73.12	78.85	181.88	55.28	96.07	65.2	56.72	91.99	51	82.75	93.63	65.77	67.22	100.36	67.01	166.08	187.46	78.13	51.68	240.33	108.96	58.3	50.6	64.09	86.98	76.59	171.43	61.26	68.18	68.25	47.66	82.33	112.98	114.79	71.42	195.66	55.03
DBN1	55.36	39.27	39.12	24.81	31.95	105.1	39.12	63	33.25	57.31	54.59	34.43	52.08	56.2	64.23	79.74	58.19	25.59	23.18	59.51	11.94	81.82	49.68	50.19	28.21	67.29	46.75	54.98	50.14	39.54	47.53	59.09	21.69	32.15	19.99	41.77	41.41	27.33	60.95	66.86	10.85	59.64	19.13	95.72	81.65	64.14	42.49	54.46	63.79	21.65
ERBB2	203.18	439.14	390.55	171.66	316.05	201.88	160.29	281.07	196.28	225.9	237.93	283.32	227.42	253.98	229.26	279.44	217.22	640.56	235.36	330.7	450.42	179.37	270.33	151.47	173.46	407.05	586.86	198.71	139.08	178.2	201.4	310.44	191.4	287.25	310.54	128.86	243.3	345.28	249.4	85.59	311.49	310.14	222.27	478.54	367.3	212.18	113.78	124.81	186.09	217.24
PBX2	144.36	103.2	64.06	41.51	139.98	74	76.42	109.79	118.09	66.23	39.03	61.65	33.45	57.95	37.02	77.94	390	109.03	66.45	51.08	121.31	89.3	63.31	200.38	82.32	55.81	70.79	301.48	83.55	176.28	76.26	83.41	65.8	90.34	215.1	254.95	153.87	36.22	30.72	53.61	91.62	59.83	210.6	136.01	121.39	74.66	46.31	128.81	99.79	65.51
CLU	24.08	11.37	12.34	12.81	19.87	24.59	9.3	18.99	8.41	7.67	9.47	14.24	9.97	10.2	22.38	21.78	14.88	11.73	22.65	18.58	15.01	8.2	12.09	9.26	12.26	20.79	10.88	14.79	12.69	32.77	8.45	18.09	11.54	16.74	12.13	15.62	11.83	11.38	13.77	14.87	11.31	23.01	25.25	11.45	18.08	18.45	24.78	13.18	24.2	19.17
BIN1	35.65	24.55	24.89	16	7.5	30.06	32.89	20.74	12.56	16.74	18.04	28.54	28.03	46.33	26.1	50.61	18.68	43.56	22.27	23.3	55.04	13.45	17.22	38.28	24.4	15.71	55.95	20.61	28.69	23.04	21.8	35.45	21.19	26.55	16.21	16.5	18.12	20.97	25.69	66	37.78	33.16	20.78	19.57	14.95	31.83	40.93	64.95	24.86	16.02
SPTLC2	82.44	58.11	34.33	60.06	68.07	36.64	58.41	103.17	53.4	57.22	29.57	34.94	41.62	74.68	50.44	69.21	54.19	83.58	35.7	80.46	47.9	60.74	40.83	44.52	133.78	117.76	52.05	49.18	40.32	86.85	61.19	32.46	36.26	54	125.13	119.26	64.12	69.13	196.24	77.39	48.4	68.62	77.47	107.2	45.86	63.53	39.89	46.49	59.98	135.76
CPE	3.46	1.46	6.21	3.82	2	6.22	4.26	2.1	5.03	2.61	4.54	2.18	4.35	2.69	9.34	2.86	14.27	17.6	2.76	2.66	3.22	5.49	1.79	6.22	3.31	1.48	3.21	4.33	3.01	4.11	1.42	5.57	5.36	3.3	2.72	2.69	9.33	1.8	3.36	3.39	6.15	8.26	4.1	6.17	7.61	4.4	7.02	8.3	3.25	3.28
