tracking_id	KD	KD	KD	NC	NC	NC
ACTN3	1.11164	1.88834	2.29242	9.98545	6.79798	9.98545
FGF17	0.853237	0.411379	0.908611	4.16427	3.93096	4.16427
NCR1	1.2397	1.10236	1.34111	7.64456	6.71385	7.64456
FER1L4	0.400383	0.321734	0.521116	1.74202	1.45469	1.74202
TMEM145	2.41288	1.59545	2.15347	7.51173	6.87902	7.51173
ADCY5	1.47412	1.29891	1.88105	5.63119	5.41645	5.63119
NUDT18	0.412217	0.953979	1.32666	4.56642	4.22441	4.56642
SLC16A3	11.9213	16.63	23.6213	83.5126	66.7376	83.5126
PLEKHG4B	3.19688	4.34167	4.5982	15.0719	12.1857	15.0719
ATG16L2	2.40547	1.94194	2.32991	7.97482	7.79467	7.97482
SULF1	0.365748	0.542731	0.595976	2.15837	1.8378	2.15837
HHEX	0.209478	0.471323	0.859245	2.78972	3.38959	2.78972
MGARP	0.57397	0.737955	0.181102	3.73505	3.09582	3.73505
SYN3	2.37811	2.49554	2.41237	9.99623	7.54549	9.99623
TTLL6	0.234801	0.515477	0.474391	2.45732	1.71198	2.45732
EBF4	0.200561	0.541511	0.531571	2.54956	2.12748	2.54956
WBSCR27	6.57989	6.48905	6.51148	28.651	22.5845	28.651
MLXIPL	0.540708	1.17996	0.682518	4.46685	3.24087	4.46685
GRID2IP	0.220704	0.354699	0.371401	1.87041	1.25654	1.87041
HEXDC	4.35834	4.87716	5.8572	18.9077	14.4625	18.9077
PLEKHB1	2.45685	2.46109	2.3256	10.099	8.73386	10.099
PCBP3	1.33578	2.0241	1.78499	6.90525	7.35586	6.90525
IGFBP5	0.449822	0.503154	0.562044	2.74474	1.69834	2.74474
SOX21-AS1	2.30283	2.59693	2.10591	10.9865	8.10506	10.9865
SMARCA2	3.55748	4.23232	3.2382	10.7589	10.2285	10.7589
CACNA1I	0.313666	0.345671	0.296909	1.61737	1.18833	1.61737
ADRA2A	2.13087	2.1689	2.71739	10.2386	8.11445	10.2386
TFEB	0.609929	1.53324	1.57394	7.80439	4.58101	7.80439
SOX21	5.45974	5.9001	7.17291	29.1467	21.3245	29.1467
LEPREL1	7.79826	7.51968	5.97002	32.1602	25.1363	32.1602
MYO15A	0.0558821	0.0718479	0.0969773	0.575071	0.410254	0.575071
ESPN	2.64364	4.2172	4.85034	18.3145	15.1098	18.3145
C4orf47	0.845996	0.815775	1.33467	5.63326	6.21081	5.63326
C11orf35	2.06385	1.769	2.27919	9.31792	6.39047	9.31792
LDHD	1.14677	1.95209	1.77107	9.95025	6.67173	9.95025
MIAT	7.42289	7.8204	6.6168	41.8179	26.988	41.8179
SCUBE2	0.0801545	0.109067	0.0535317	0.986235	0.831035	0.986235
PRKCG	2.59949	3.07957	3.76123	17.2306	11.1165	17.2306
ADAMTS13	0.818229	0.901795	0.88776	5.41761	3.72143	5.41761
HTR1D	3.2604	5.61132	4.84419	22.8594	19.2551	22.8594
MYO15B	0.649097	0.819373	0.659105	3.67563	3.10849	3.67563
ATP8B3	0.510629	0.567154	0.653665	3.48768	2.94491	3.48768
GALNT9	2.64946	2.76772	2.38252	15.1561	11.7895	15.1561
GUCA1A	1.78838	3.26423	3.5066	19.9504	14.2968	19.9504
BCL6	3.00594	2.63681	2.68957	17.9852	13.5984	17.9852
POU3F4	0.166658	0.803523	0.788773	8.32299	4.26979	8.32299
TSGA10IP	0.7134	0.963082	0.877874	8.61539	6.47724	8.61539
UPK1A	0.407411	0.71961	0.867702	10.5149	6.41284	10.5149
NPTX1	6.90987	13.8663	11.8244	230.394	155.197	230.394
