gene_id	external_gene_name	entrezgene_id
ENSMUSG00000079112	Fam90a1a	97476
ENSMUSG00000028356	Ambp	11699
ENSMUSG00000044393	Dsg2	13511
ENSMUSG00000044667	Plppr4	229791
ENSMUSG00000035237	Lcat	16816
ENSMUSG00000025971	Maip1	68115
ENSMUSG00000038459	Abhd17c	70178
ENSMUSG00000078513	Gm13088	277668
ENSMUSG00000018449	Rpain	69723
ENSMUSG00000031897	Psmb10	19171
ENSMUSG00000090000	Ier3ip1	66191
ENSMUSG00000033850	Olfr1015	258564
ENSMUSG00000063480	Snu13	20826
ENSMUSG00000063480	Snu13	100862468
ENSMUSG00000032649	Colgalt2	269132
ENSMUSG00000105078	Vamp9	102639650
ENSMUSG00000057835	Zfp119a	104349
ENSMUSG00000002015	Bcap31	27061
ENSMUSG00000070617	Gm13089	277667
ENSMUSG00000003198	Zfp959	224893
ENSMUSG00000029671	Wnt16	93735
ENSMUSG00000031310	Zmym3	56364
ENSMUSG00000041688	Amot	27494
ENSMUSG00000075209	Olfr1016	257915
ENSMUSG00000067173	Mrgpra4	235854
ENSMUSG00000017922	Prl3c1	27372
ENSMUSG00000039474	Wfs1	22393
ENSMUSG00000038542	Pcid2	234069
ENSMUSG00000028309	Rnf20	109331
ENSMUSG00000070552	Mrgprx1	404242
ENSMUSG00000022056	Adam7	11500
ENSMUSG00000022607	Ptk2	14083
ENSMUSG00000024986	Hhex	15242
ENSMUSG00000060335	Olfr384	193053
ENSMUSG00000037263	Aldh3b3	73458
ENSMUSG00000070857	Olfr1113	404327
ENSMUSG00000026365	Cfh	12628
ENSMUSG00000056605	Krt72	105866
ENSMUSG00000034854	Mfsd12	73822
ENSMUSG00000051877	Vmn2r72	244114
ENSMUSG00000046020	Pofut1	140484
ENSMUSG00000044340	Phlpp1	98432
ENSMUSG00000033219	Gm9758	381714
ENSMUSG00000031066	Usp11	236733
ENSMUSG00000015222	Map2	17756
ENSMUSG00000018263	Tbx5	21388
ENSMUSG00000032540	Abhd5	67469
ENSMUSG00000030775	Trat1	77647
ENSMUSG00000022024	Sugt1	67955
ENSMUSG00000049643	2310022A10Rik	66367
ENSMUSG00000020234	4930404N11Rik	432479
ENSMUSG00000029710	Ephb4	13846
ENSMUSG00000026331	Slco6c1	74441
ENSMUSG00000023004	Tuba1b	22143
ENSMUSG00000042688	Mapk6	50772
ENSMUSG00000028343	Erp44	76299
ENSMUSG00000090824	Olfr1344	257882
ENSMUSG00000020235	Fzr1	56371
ENSMUSG00000037995	Igsf9	93842
ENSMUSG00000031397	Tktl1	83553
ENSMUSG00000029233	Srd5a3	57357
ENSMUSG00000037236	Matr3	17184
ENSMUSG00000030615	Tmem126a	66271
ENSMUSG00000093536	Smim17	100042450
ENSMUSG00000018446	C1qbp	12261
ENSMUSG00000029310	Nudt9	74167
ENSMUSG00000060630	Zfp735	76390
ENSMUSG00000017049	Ccdc70	67929
ENSMUSG00000032383	Ppib	19035
ENSMUSG00000072235	Tuba1a	22142
ENSMUSG00000060012	Kif13b	16554
ENSMUSG00000070856	Olfr1115	258294
ENSMUSG00000031139	Mcf2	109904
ENSMUSG00000109859	Gm45618	108167466
ENSMUSG00000107392	Gm7792	665802
ENSMUSG00000049515	Espnl	227357
ENSMUSG00000031936	Hephl1	244698
ENSMUSG00000039452	Snx22	382083
ENSMUSG00000037887	Dusp8	18218
ENSMUSG00000003534	Ddr1	12305
ENSMUSG00000029504	Ddx51	69663
ENSMUSG00000023571	C1qtnf12	67389
ENSMUSG00000037542	Aldh8a1	237320
ENSMUSG00000030344	Akap3	11642
ENSMUSG00000028874	Fgr	14191
ENSMUSG00000051079	Rgs13	246709
ENSMUSG00000042055	Wdr11	207425
ENSMUSG00000032127	Vps11	71732
ENSMUSG00000018593	Sparc	20692
ENSMUSG00000023151	Lrrc69	73314
ENSMUSG00000028687	Mutyh	70603
ENSMUSG00000022650	Retnlb	57263
ENSMUSG00000058250	Tas2r138	387513
ENSMUSG00000005649	Cabp5	29865
ENSMUSG00000030284	Creld1	171508
ENSMUSG00000041052	Slc7a13	74087
ENSMUSG00000031980	Agt	11606
ENSMUSG00000022707	Gbe1	74185
ENSMUSG00000040722	Scamp5	56807
ENSMUSG00000075296	Aldh3b2	621603
ENSMUSG00000025272	Tro	56191
ENSMUSG00000068587	Mgam	232714
ENSMUSG00000021721	Htr1a	15550
ENSMUSG00000070855	Olfr1116	257875
ENSMUSG00000091255	Speer4e	624245
ENSMUSG00000087075	Lbhd2	380787
ENSMUSG00000026401	Cd55b	13137
ENSMUSG00000008658	Rbfox1	268859
ENSMUSG00000070458	Vmn2r73	620928
ENSMUSG00000031671	Setd6	66083
ENSMUSG00000022673	Mcm4	17217
ENSMUSG00000032017	Grik4	110637
ENSMUSG00000022938	Fam3b	52793
ENSMUSG00000059689	Zfp637	232337
ENSMUSG00000039201	Tbc1d25	209815
ENSMUSG00000052430	Bmpr1b	12167
ENSMUSG00000061100	Retnla	57262
ENSMUSG00000027668	Mfn1	67414
ENSMUSG00000062101	Zfp119b	240120
ENSMUSG00000055177	Cstl1	228756
ENSMUSG00000022203	Efs	13644
ENSMUSG00000046152	Fut10	171167
ENSMUSG00000079578	Gm1140	382217
ENSMUSG00000051113	Fam71e1	75538
ENSMUSG00000026383	Epb41l5	226352
ENSMUSG00000079577	Gm14692	666842
ENSMUSG00000003206	Ebi3	50498
ENSMUSG00000024124	Prss30	30943
ENSMUSG00000058145	Adamts17	233332
ENSMUSG00000005958	Ephb3	13845
ENSMUSG00000020592	Sdc1	20969
ENSMUSG00000006567	Atp7b	11979
ENSMUSG00000029546	Uncx	22255
ENSMUSG00000003208	Yju2	72886
ENSMUSG00000025288	4933436I01Rik	66780
ENSMUSG00000050796	B3galt6	117592
ENSMUSG00000011306	Sugp1	70616
ENSMUSG00000011118	Panx3	208098
ENSMUSG00000056293	Gsdmc2	331063
ENSMUSG00000096230	Gm16429	100040981
ENSMUSG00000005237	Dnah2	327954
ENSMUSG00000045009	Prrt3	210673
ENSMUSG00000033342	Plppr5	75769
ENSMUSG00000039154	Shd	20420
ENSMUSG00000038295	Atg9b	213948
ENSMUSG00000025525	Apool	68117
ENSMUSG00000051517	Arhgef39	230098
ENSMUSG00000021010	Npas3	27386
ENSMUSG00000052819	Best2	212989
ENSMUSG00000059003	Grin2a	14811
ENSMUSG00000014773	Dll1	13388
ENSMUSG00000022025	Cnmd	16840
ENSMUSG00000014177	Tvp23b	67510
ENSMUSG00000061517	Sox21	223227
ENSMUSG00000003863	Ppfia3	76787
ENSMUSG00000055827	Gsdmc3	270328
ENSMUSG00000061165	Olfr160	80706
ENSMUSG00000032572	Col6a4	68553
ENSMUSG00000075524	4930407I10Rik	328573
ENSMUSG00000070383	Olfr389	259011
ENSMUSG00000029605	Oas1b	23961
ENSMUSG00000021144	Mta1	116870
ENSMUSG00000011589	Fsd1	240121
ENSMUSG00000028978	Nos3	18127
ENSMUSG00000022651	Retnlg	245195
ENSMUSG00000024871	Doc2g	60425
ENSMUSG00000036561	Ppp6r2	71474
ENSMUSG00000110091	Gm39115	105243089
ENSMUSG00000025613	Cct8	12469
ENSMUSG00000030605	Mfge8	17304
ENSMUSG00000032419	Tbx18	76365
ENSMUSG00000027475	Kif3b	16569
ENSMUSG00000021023	1110008L16Rik	66132
ENSMUSG00000046435	Gm13078	277666
ENSMUSG00000031734	Irx3	16373
ENSMUSG00000032128	Robo3	19649
ENSMUSG00000021567	Nkd2	72293
ENSMUSG00000072188	Gm10354	100503549
ENSMUSG00000000247	Lhx2	16870
ENSMUSG00000078974	Sec61g	20335
ENSMUSG00000110949	Nudt8	66387
ENSMUSG00000028238	Atp6v0d2	242341
ENSMUSG00000021913	Ogdhl	239017
ENSMUSG00000038781	Stap2	106766
ENSMUSG00000031015	Swap70	20947
ENSMUSG00000083706	Olfr1118	404328
ENSMUSG00000029166	Mapre3	100732
ENSMUSG00000090774	Vmn2r74	546980
ENSMUSG00000030002	Dusp11	72102
ENSMUSG00000031981	Capn9	73647
ENSMUSG00000031378	Abcd1	11666
ENSMUSG00000021427	Ssr1	107513
ENSMUSG00000010911	Apip	56369
ENSMUSG00000062309	Rpp25	102614
ENSMUSG00000035900	Gramd4	223752
ENSMUSG00000025527	Satl1	73809
ENSMUSG00000055547	Apobec4	71281
ENSMUSG00000070551	Mrgprb5	404239
ENSMUSG00000078350	Smim1	68859
ENSMUSG00000039704	Lmbrd2	320506
ENSMUSG00000026482	Rgl1	19731
ENSMUSG00000060371	Caln1	140904
ENSMUSG00000074378	Bsph1	330470
ENSMUSG00000070877	Ldlrad1	546840
ENSMUSG00000022887	Masp1	17174
ENSMUSG00000078440	Dohh	102115
ENSMUSG00000036151	Tm6sf2	107770
ENSMUSG00000069539	Scyl2	213326
ENSMUSG00000023411	Nfatc4	73181
ENSMUSG00000030086	Chchd6	66098
ENSMUSG00000026821	Ralgds	19730
ENSMUSG00000035203	Epn1	13854
ENSMUSG00000109655	Gm29735	101055862
ENSMUSG00000035443	Thyn1	77862
ENSMUSG00000038670	Mybpc2	233199
ENSMUSG00000021022	Ppp2r3c	59032
ENSMUSG00000042215	Bag2	213539
ENSMUSG00000050762	Prss27	213171
ENSMUSG00000095430	Vmn1r72	252905
ENSMUSG00000029076	Sdf4	20318
ENSMUSG00000051687	Vmn1r73	171237
ENSMUSG00000039959	Hip1	215114
ENSMUSG00000030286	Emc3	66087
ENSMUSG00000054759	Krtap5-2	71623
ENSMUSG00000025616	Usp16	74112
ENSMUSG00000073982	Rhog	56212
ENSMUSG00000079562	Maea	59003
ENSMUSG00000021814	Anxa7	11750
ENSMUSG00000047655	Vmn1r74	171240
ENSMUSG00000031988	Vps26b	69091
ENSMUSG00000032410	Xrn1	24127
ENSMUSG00000025488	Cox8b	12869
ENSMUSG00000042548	Asxl1	228790
ENSMUSG00000051228	Nyx	236690
ENSMUSG00000040918	Slc19a2	116914
ENSMUSG00000027869	Hsd3b6	15497
ENSMUSG00000036958	Cst11	78240
ENSMUSG00000024561	Mbd1	17190
ENSMUSG00000081234	Olfr1120	259031
ENSMUSG00000033910	Gucy1a1	60596
ENSMUSG00000030345	Dyrk4	101320
ENSMUSG00000029028	Lrrc47	72946
ENSMUSG00000033355	Rtp4	67775
ENSMUSG00000003199	Mpnd	68047
ENSMUSG00000043308	Vmn1r75	171241
ENSMUSG00000054115	Skp2	27401
ENSMUSG00000029672	Fam3c	27999
ENSMUSG00000026943	Lcn12	77701
ENSMUSG00000003872	Lin7b	22342
ENSMUSG00000055471	Alk	11682
ENSMUSG00000015882	Lcorl	209707
ENSMUSG00000038891	Prl3b1	18776
ENSMUSG00000038780	Smurf1	75788
ENSMUSG00000063350	Olfr874	258882
ENSMUSG00000093986	Vmn1r120	435953
ENSMUSG00000028007	Snx7	76561
ENSMUSG00000058628	Olfr875	258744
ENSMUSG00000019970	Sgk1	20393
ENSMUSG00000074934	Grem1	23892
ENSMUSG00000026610	Esrrg	26381
ENSMUSG00000105993	Tex13c2	100039899
ENSMUSG00000048612	Myof	226101
ENSMUSG00000063268	Parp10	671535
ENSMUSG00000034320	Slc26a2	13521
ENSMUSG00000022057	Adamdec1	58860
ENSMUSG00000004151	Etv1	14009
ENSMUSG00000000915	Hip1r	29816
ENSMUSG00000019948	Actr6	67019
ENSMUSG00000037134	Prmt9	102182
ENSMUSG00000041670	Rims1	116837
ENSMUSG00000026019	Wdr12	57750
ENSMUSG00000060538	Tmem219	68742
ENSMUSG00000005442	Cic	71722
ENSMUSG00000021190	Lgmn	19141
ENSMUSG00000063406	Tmed5	73130
ENSMUSG00000046826	Fam187b	76415
ENSMUSG00000037720	Tmem33	67878
ENSMUSG00000042590	Ipo11	76582
ENSMUSG00000042487	Leo1	235497
ENSMUSG00000066031	Gm13023	194227
ENSMUSG00000039770	Ypel5	383295
ENSMUSG00000005696	Sh2d1a	20400
ENSMUSG00000046723	Adam24	13526
ENSMUSG00000072822	BC061212	381724
ENSMUSG00000042097	Zfp239	22685
ENSMUSG00000026358	Rgs1	50778
ENSMUSG00000030614	Tmem126b	68472
ENSMUSG00000004567	Mcoln1	94178
ENSMUSG00000029267	Mtf2	17765
ENSMUSG00000044791	Setd2	235626
ENSMUSG00000072821	Gm6351	622744
ENSMUSG00000040770	Il25	140806
ENSMUSG00000025656	Arhgef9	236915
ENSMUSG00000033382	Trappc8	75964
ENSMUSG00000001053	N4bp3	212706
ENSMUSG00000022841	Ap2m1	11773
ENSMUSG00000074874	Ctla2b	13025
ENSMUSG00000005373	Mlxipl	58805
ENSMUSG00000018648	Dusp14	56405
ENSMUSG00000061186	Sfmbt2	353282
ENSMUSG00000038540	Tmc3	233424
ENSMUSG00000028988	Ctnnbip1	67087
ENSMUSG00000039774	Galnt12	230145
ENSMUSG00000093942	Olfr46	18345
ENSMUSG00000005951	Shpk	74637
ENSMUSG00000050345	4930486L24Rik	214639
ENSMUSG00000029561	Oasl2	23962
ENSMUSG00000028883	Sema3a	20346
ENSMUSG00000066720	Cldn9	56863
ENSMUSG00000070868	Skint3	195564
ENSMUSG00000002728	Naa20	67877
ENSMUSG00000036672	Cenpt	320394
ENSMUSG00000063450	Syne2	319565
ENSMUSG00000029280	Smr3a	20599
ENSMUSG00000062705	Tpbpb	116913
ENSMUSG00000041958	Pigs	276846
ENSMUSG00000007907	Cabs1	70977
ENSMUSG00000022474	Pmm1	29858
ENSMUSG00000102543	Pcdhgc5	93708
ENSMUSG00000030731	Syt3	20981
ENSMUSG00000021418	Rpp40	208366
ENSMUSG00000022456	Sept3	24050
ENSMUSG00000025860	Xiap	11798
ENSMUSG00000046191	Pcdhb20	93891
ENSMUSG00000037974	Muc5ac	17833
ENSMUSG00000009013	Dynll1	56455
ENSMUSG00000103800	Pcdha8	353235
ENSMUSG00000048424	Ranbp3l	223332
ENSMUSG00000030649	Anapc15	75430
ENSMUSG00000051678	Pcdhb6	93877
ENSMUSG00000074676	Foxs1	14239
ENSMUSG00000103585	Pcdhgb4	93701
ENSMUSG00000045657	Pcdhb10	93881
ENSMUSG00000020918	Kat2a	14534
ENSMUSG00000030342	Cd9	12527
ENSMUSG00000068290	Ddrgk1	77006
ENSMUSG00000038518	Jarid2	16468
ENSMUSG00000043313	Pcdhb19	93890
ENSMUSG00000022721	Trmt2a	15547
ENSMUSG00000023906	Cldn6	54419
ENSMUSG00000001622	Csn3	12994
ENSMUSG00000034190	Chmp7	105513
ENSMUSG00000036553	Sh3tc1	231147
ENSMUSG00000086564	Cd101	630146
ENSMUSG00000003762	Coq8b	76889
ENSMUSG00000042616	Oscp1	230751
ENSMUSG00000041605	Inava	67313
ENSMUSG00000028838	Extl1	56219
ENSMUSG00000070705	Eid2b	434156
ENSMUSG00000028772	Zcchc17	619605
ENSMUSG00000057890	Olfr1375	258509
ENSMUSG00000006519	Cyba	13057
ENSMUSG00000032289	Thsd4	207596
ENSMUSG00000079015	Serpina1c	20702
ENSMUSG00000063971	Krt88	66322
ENSMUSG00000031534	Smim19	102032
ENSMUSG00000029070	Mxra8	74761
ENSMUSG00000000355	Mcts1	68995
ENSMUSG00000051223	Bzw1	66882
ENSMUSG00000026088	Mitd1	69028
ENSMUSG00000030706	Mrpl48	52443
ENSMUSG00000016664	Pacsin2	23970
ENSMUSG00000024240	Epc1	13831
ENSMUSG00000034035	Ccdc17	622665
ENSMUSG00000020364	Zfp354a	21408
ENSMUSG00000037656	Slc20a2	20516
ENSMUSG00000015468	Notch4	18132
ENSMUSG00000038213	Tapbpl	213233
ENSMUSG00000006362	Cbfa2t3	12398
ENSMUSG00000024604	Rbm22	66810
ENSMUSG00000070871	Ccnyl1	227210
ENSMUSG00000005413	Hmox1	15368
ENSMUSG00000039041	Adrm1	56436
ENSMUSG00000042369	Rbm45	241490
ENSMUSG00000037953	A4gnt	333424
ENSMUSG00000036046	5031439G07Rik	223739
ENSMUSG00000037216	Lipt1	623661
ENSMUSG00000063160	Numbl	18223
ENSMUSG00000074207	Adh1	11522
ENSMUSG00000026274	Pask	269224
ENSMUSG00000034042	Gpbp1l1	77110
ENSMUSG00000066621	Tecpr1	70381
ENSMUSG00000007122	Casq1	12372
ENSMUSG00000043510	Hscb	100900
ENSMUSG00000071636	Rimbp3	239731
ENSMUSG00000009090	Ap1b1	11764
ENSMUSG00000061847	Defb39	360214
ENSMUSG00000059555	Tor4a	227612
ENSMUSG00000033854	Kcnk10	72258
ENSMUSG00000024391	Apom	55938
ENSMUSG00000026199	Ankzf1	52231
ENSMUSG00000033720	Sfxn5	94282
ENSMUSG00000037784	Dzip1l	72507
ENSMUSG00000078653	Cntd1	68107
ENSMUSG00000038010	Ccdc138	76138
ENSMUSG00000048970	C1galt1c1	59048
ENSMUSG00000072791	Abcb5	77706
ENSMUSG00000047434	Xxylt1	268880
ENSMUSG00000052584	Serp2	72661
ENSMUSG00000027276	Jag1	16449
ENSMUSG00000022477	Aco2	11429
ENSMUSG00000040841	Six5	20475
ENSMUSG00000032020	Ubash3b	72828
ENSMUSG00000026275	Ppp1r7	66385
ENSMUSG00000044468	Tent5c	74645
ENSMUSG00000029468	P2rx7	18439
ENSMUSG00000046750	Selenov	280621
ENSMUSG00000020412	Ascc2	75452
ENSMUSG00000031202	Rab39b	67790
ENSMUSG00000035780	Ugt2a3	72094
ENSMUSG00000029442	Wdr66	269701
ENSMUSG00000074088	Snrnp40	66585
ENSMUSG00000035818	Plekhs1	226245
ENSMUSG00000034647	Ankrd12	106585
ENSMUSG00000005899	Smpd4	77626
ENSMUSG00000007279	Scube2	56788
ENSMUSG00000073460	Pnldc1	240023
ENSMUSG00000028383	Hsdl2	72479
ENSMUSG00000020865	Abcc3	76408
ENSMUSG00000043067	Dpy19l1	244745
ENSMUSG00000022555	Dgat1	13350
ENSMUSG00000022463	Srebf2	20788
ENSMUSG00000026198	Abcb6	74104
ENSMUSG00000022766	Serpind1	15160
ENSMUSG00000041846	Ppp4r3a	68734
ENSMUSG00000000303	Cdh1	12550
ENSMUSG00000072849	Serpina1e	20704
ENSMUSG00000020492	Ska2	66140
ENSMUSG00000070687	Htr1d	15552
ENSMUSG00000023433	Cela3b	67868
ENSMUSG00000022765	Snap29	67474
ENSMUSG00000030703	Gdpd3	68616
ENSMUSG00000045005	Fzd5	14367
ENSMUSG00000003436	Dll3	13389
ENSMUSG00000015970	Chdh	218865
ENSMUSG00000022476	Polr3h	78929
ENSMUSG00000027905	Ddx20	53975
ENSMUSG00000021709	Erbin	59079
ENSMUSG00000050240	Hic2	58180
ENSMUSG00000043639	Rbm20	73713
ENSMUSG00000008999	Bmp7	12162
ENSMUSG00000112858	Rnf212b	102632837
ENSMUSG00000053675	Tgm5	74176
ENSMUSG00000056268	Dennd1b	329260
ENSMUSG00000019254	Ppp1r12c	232807
ENSMUSG00000027796	Smad9	55994
ENSMUSG00000041720	Pi4ka	224020
ENSMUSG00000051361	6030498E09Rik	77883
ENSMUSG00000079440	Alpi	76768
ENSMUSG00000055978	Fut2	14344
ENSMUSG00000026489	Coq8a	67426
ENSMUSG00000085601	Gm4969	243866
ENSMUSG00000057156	Homez	239099
ENSMUSG00000026918	Brd3	67382
ENSMUSG00000005883	Spo11	26972
ENSMUSG00000021996	Esd	13885
ENSMUSG00000038000	Acd	497652
ENSMUSG00000043787	Defb12	77674
ENSMUSG00000038690	Atp5j2	57423
ENSMUSG00000039835	Nhsl1	215819
ENSMUSG00000028125	Abca4	11304
ENSMUSG00000090206	Tepp	73407
ENSMUSG00000067642	Adgrf3	381628
ENSMUSG00000022440	C1qtnf6	72709
ENSMUSG00000036246	Gmip	78816
ENSMUSG00000043999	Gpr75	237716
ENSMUSG00000020978	Klhdc2	69554
ENSMUSG00000030880	Polr3e	26939
ENSMUSG00000029055	Plch2	269615
ENSMUSG00000032946	Rasgrp2	19395
ENSMUSG00000020309	Chac2	68044
ENSMUSG00000028334	Nans	94181
ENSMUSG00000049176	Frmpd4	333605
ENSMUSG00000024099	Ndufv2	72900
ENSMUSG00000048126	Col6a3	12835
ENSMUSG00000067615	Krt81	64818
ENSMUSG00000032402	Smad3	17127
ENSMUSG00000094910	D430019H16Rik	268595
ENSMUSG00000050493	Fam167b	230766
ENSMUSG00000020305	Asb3	65257
ENSMUSG00000056602	Fry	320365
ENSMUSG00000038489	Polr2l	66491
ENSMUSG00000057068	Fam47e	384198
ENSMUSG00000039853	Trim14	74735
ENSMUSG00000020982	Nemf	66244
ENSMUSG00000079619	Cypt15	78631
ENSMUSG00000029752	Asns	27053
ENSMUSG00000068696	Gpr88	64378
ENSMUSG00000005410	Mcm5	17218
ENSMUSG00000022261	Sdc2	15529
ENSMUSG00000031258	Xkrx	331524
ENSMUSG00000052554	Defb34	360211
ENSMUSG00000002475	Abhd3	106861
ENSMUSG00000052549	Arl13a	74448
ENSMUSG00000062012	Zfp13	22654
ENSMUSG00000050357	Carmil2	234695
ENSMUSG00000074793	Hspa12b	72630
ENSMUSG00000030407	Qpctl	67369
ENSMUSG00000046556	Zfp319	79233
ENSMUSG00000058260	Serpina9	71907
ENSMUSG00000022052	Ppp2r2a	71978
ENSMUSG00000060600	Eno3	13808
ENSMUSG00000022659	Gcsam	14525
ENSMUSG00000031257	Nox1	237038
ENSMUSG00000039187	Fanci	208836
ENSMUSG00000028337	Coro2a	107684
ENSMUSG00000063232	Serpina11	380780
ENSMUSG00000045210	Vcpip1	70675
ENSMUSG00000020311	Erlec1	66753
ENSMUSG00000050428	Fbxo46	243867
ENSMUSG00000021070	Bdkrb2	12062
ENSMUSG00000041798	Gck	103988
ENSMUSG00000028136	Snx27	76742
ENSMUSG00000003423	Pih1d1	68845
ENSMUSG00000052957	Gas1	14451
ENSMUSG00000013465	Nelfb	58202
ENSMUSG00000015647	Lama5	16776
ENSMUSG00000050545	Fam228b	207921
ENSMUSG00000055692	Tmem191c	224019
ENSMUSG00000026893	Gca	227960
ENSMUSG00000033152	Podxl2	319655
ENSMUSG00000053158	Fes	14159
ENSMUSG00000020048	Hsp90b1	22027
ENSMUSG00000079842	Spag11a	78128
ENSMUSG00000039485	Tspyl4	72480
ENSMUSG00000059463	Spag11b	546038
ENSMUSG00000026970	Rbms1	56878
ENSMUSG00000039480	Nt5dc1	319638
ENSMUSG00000028971	Cort	12854
ENSMUSG00000025512	Chid1	68038
ENSMUSG00000067873	Htatsf1	72459
ENSMUSG00000059742	Kcnh7	170738
ENSMUSG00000034118	Tpst1	22021
ENSMUSG00000020639	Pfn4	382562
ENSMUSG00000032251	Irak1bp1	65099
ENSMUSG00000021033	Gstz1	14874
ENSMUSG00000031422	Morf4l2	56397
ENSMUSG00000057113	Npm1	18148
ENSMUSG00000023147	Wrb	71446
ENSMUSG00000008763	Man1a2	17156
ENSMUSG00000001415	Smg5	229512
ENSMUSG00000031256	Cstf2	108062
ENSMUSG00000045071	E130308A19Rik	230259
ENSMUSG00000040537	Adam22	11496
ENSMUSG00000056832	Ttc26	264134
ENSMUSG00000029534	St7	64213
ENSMUSG00000038717	Atp5l	27425
ENSMUSG00000053768	Chchd3	66075
ENSMUSG00000041708	Mpped1	223726
ENSMUSG00000043079	Synpo	104027
ENSMUSG00000041347	Bdkrb1	12061
ENSMUSG00000043892	Olfr1018	258579
ENSMUSG00000054263	Lifr	16880
ENSMUSG00000050188	Lsm10	116748
ENSMUSG00000075208	Olfr1019	259017
ENSMUSG00000007833	Aldh16a1	69748
ENSMUSG00000034126	Pomt2	217734
ENSMUSG00000052117	D630039A03Rik	242484
ENSMUSG00000030844	Rgs10	67865
ENSMUSG00000022855	Senp2	75826
ENSMUSG00000046975	Olfr1020	258573
ENSMUSG00000079197	Psme2	19188
ENSMUSG00000019853	Hebp2	56016
ENSMUSG00000055835	Zfp1	22640
ENSMUSG00000020673	Tpo	22018
ENSMUSG00000026857	Ntmt1	66617
ENSMUSG00000022305	Lrp12	239393
ENSMUSG00000043013	Onecut1	15379
ENSMUSG00000006050	Sra1	24068
ENSMUSG00000006050	Sra1	225372
ENSMUSG00000020241	Col6a2	12834
ENSMUSG00000039176	Polg	18975
ENSMUSG00000024101	Washc1	68767
ENSMUSG00000029627	Zkscan14	67235
ENSMUSG00000000416	Cttnbp2	30785
ENSMUSG00000052331	Ankrd44	329154
ENSMUSG00000072872	Rybp	56353
ENSMUSG00000025470	Zfp511	69752
ENSMUSG00000042359	Osbpl6	99031
ENSMUSG00000040563	Plppr2	235044
ENSMUSG00000018595	Glra4	14657
ENSMUSG00000041949	Tango6	272538
ENSMUSG00000026932	Nacc2	67991
ENSMUSG00000026110	Mgat4a	269181
ENSMUSG00000027298	Tyro3	22174
ENSMUSG00000031574	Star	20845
ENSMUSG00000025474	Tubgcp2	74237
ENSMUSG00000025511	Tspan4	64540
ENSMUSG00000033272	Slc35a4	67843
ENSMUSG00000030994	D7Ertd443e	71007
ENSMUSG00000039462	Col10a1	12813
ENSMUSG00000018548	Trim37	68729
ENSMUSG00000001089	Luzp1	269593
ENSMUSG00000051344	Plekhm3	241075
ENSMUSG00000034928	Rnf44	105239
ENSMUSG00000044864	Ankrd50	99696
ENSMUSG00000071015	Gm136	214568
ENSMUSG00000059429	Olfr365	258656
ENSMUSG00000048154	Kmt2d	381022
ENSMUSG00000053641	Dennd4a	102442
ENSMUSG00000068506	Gm5800	545047
ENSMUSG00000035842	Ddx11	320209
ENSMUSG00000025584	Pde8a	18584
ENSMUSG00000078794	Dact3	629378
ENSMUSG00000073722	4931408C20Rik	210940
ENSMUSG00000091694	Apol11b	328563
ENSMUSG00000022383	Ppara	19013
ENSMUSG00000050071	Bex1	19716
ENSMUSG00000023070	Rgn	19733
ENSMUSG00000078746	Fam205a4	545611
ENSMUSG00000078746	Fam205a4	100043920
ENSMUSG00000078746	Fam205a4	100862261
ENSMUSG00000078746	Fam205a4	100862324
ENSMUSG00000036940	Kdm1a	99982
ENSMUSG00000051238	Swsap1	66962
ENSMUSG00000020952	Scfd1	76983
ENSMUSG00000079428	Tceal7	100040972
ENSMUSG00000063296	Tmem117	320709
ENSMUSG00000035513	Ntng2	171171
ENSMUSG00000024805	Pcgf5	76073
ENSMUSG00000031957	Ctrb1	66473
ENSMUSG00000073458	Smok2a	27263
ENSMUSG00000033502	Cdc14a	229776
ENSMUSG00000046985	Tapt1	231225
ENSMUSG00000032878	Ccdc85a	216613
ENSMUSG00000025219	Fgf8	14179
ENSMUSG00000022141	Nipbl	71175
ENSMUSG00000096035	Odaph	381651
ENSMUSG00000073457	Smok2b	236574
ENSMUSG00000063594	Gng8	14709
ENSMUSG00000047963	Stbd1	52331
ENSMUSG00000029501	Ankle2	71782
ENSMUSG00000048458	Inka2	109050
ENSMUSG00000034673	Pbx2	18515
ENSMUSG00000022454	Nell2	54003
ENSMUSG00000061906	Ugt2b38	100559
ENSMUSG00000026679	Enkur	71233
ENSMUSG00000092558	Med20	56771
ENSMUSG00000039001	Rps21	66481
ENSMUSG00000055991	Zkscan5	22757
ENSMUSG00000075703	Selenoi	28042
ENSMUSG00000068220	Lgals1	16852
ENSMUSG00000070564	Ntn5	243967
ENSMUSG00000036206	Sh3bp4	98402
ENSMUSG00000024908	Ppp6r3	52036
ENSMUSG00000090115	Usp49	224836
ENSMUSG00000031955	Bcar1	12927
ENSMUSG00000060913	Trim55	381485
ENSMUSG00000073878	Gm13304	100504346
ENSMUSG00000071369	Map3k5	26408
ENSMUSG00000021371	Mcur1	76137
ENSMUSG00000079657	Rab26	328778
ENSMUSG00000040364	Sec1	56546
ENSMUSG00000030835	Nomo1	211548
ENSMUSG00000078652	Psme3	19192
ENSMUSG00000025207	Sema4g	26456
ENSMUSG00000006235	Epor	13857
ENSMUSG00000079679	Vwde	232585
ENSMUSG00000068039	Tcp1	21454
ENSMUSG00000054667	Irs4	16370
ENSMUSG00000036615	Rfxap	170767
